casistica;descrizione_casistica;cosa_fare;url_prodotto;title;categorie_assegnate;primaria_attuale_in_yoast;primaria_da_impostare;percorso_finale_atteso;url_primaria_da_impostare;percorso_visibile_oggi;regola_applicata;note
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/icona-in-resina-cuore-da-appoggio-sacra-famiglia-e-maternita-decorata-a-mano/;Icona in Resina Cuore da Appoggio Sacra Famiglia e Maternità Decorata a mano;Confettate e Segnaposto Comunione | Anniversario di Matrimonio: Confettate e Segnaposto | Bomboniere Compleanno | Compleanno Confettate Segnaposto | Segnaposto e Confettata Cresima Personalizzati | Segnaposto e Confettata Matrimonio Personalizzati | Segnaposto e Confettate Battesimo | Bomboniere Religiose e Sacre;Anniversario di Matrimonio: Confettate e Segnaposto;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per tema > Bomboniere Religiose e Sacre;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/icona-nuvoletta-sacra-famiglia-glitterata-su-legno-sagomato-da-appoggio-e-muro/;Bomboniera Icona Sacra Famiglia Glitterata in legno;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Compleanno | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere Battesimo Personalizzate | Bomboniere Religiose e Sacre;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per tema > Bomboniere Religiose e Sacre;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/icona-nuvoletta-tema-maternita-glitterata-su-legno-sagomato-da-appoggio-e-muro/;Bomboniera Nuvoletta sacra Maternità su Legno Sagomato;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Compleanno | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere Battesimo Personalizzate | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per tema > Bomboniere Religiose e Sacre;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/icona-sacra-bomboniera-a-forma-di-cuore-con-retro-in-legno-laccato-e-placca-in-argento-laminato-colorato-a-temi-vari/;Icona Sacra Bomboniera a Cuore | Albalù;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere Battesimo Personalizzate | Bomboniere Religiose e Sacre | Idee Regalo Originali e Artigianali;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per tema > Bomboniere Religiose e Sacre;multievento (Anniversario, Battesimo, Comunione, Cresima, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/icona-sacra-sagomata-in-argento-laminato/;Icona Sacra Sagomata In Argento Laminato;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per tema > Bomboniere Religiose e Sacre;multievento (Comunione, Cresima) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/magnete-confettata-real-life-gres/;Magnete Real Life in Gres per Confettata | Albalu;Confettate e Segnaposto Comunione | Anniversario di Matrimonio: Confettate e Segnaposto | Bomboniere Diciottesimo Ragazza Originali e Particolari | Bomboniere Diciottesimo Ragazzo Utili e Personalizzate | Bomboniere Compleanno | Compleanno Confettate Segnaposto | Segnaposto e Confettata Cresima Personalizzati | Segnaposto e Confettata Matrimonio Personalizzati | Segnaposto e Confettate Battesimo;Bomboniere per tema > Bomboniere tema amore: un gesto che parla al cuore;Confettate e Segnaposto Comunione;Bomboniere e Confettate Prima Comunione Personalizzate > Confettate e Segnaposto Comunione;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/comunione-confettate-segnaposto/;Anniversario di Matrimonio: Confettate e Segnaposto;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Matrimonio) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/orologio-angioletto-in-preghiera-celeste-rosa-e-panna/;Orologio Angioletto in Preghiera Celeste Rosa e Panna;Bomboniere Compleanno | Bomboniere Battesimo Personalizzate | Bomboniere Religiose e Sacre;Bomboniere Battesimo Personalizzate;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per tema > Bomboniere Religiose e Sacre;multievento (Battesimo, Compleanno) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/orologio-bomboniera-albero-della-vita-line-art-personalizzabile/;Orologio Bomboniera Albero della Vita Personalizzabile | Albalù;Bomboniere Albero della Vita | Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere Albero della Vita;Bomboniere per tema > Bomboniere Albero della Vita;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-albero-della-vita-simbolo-di-amore-e-radici/;Bomboniere per tema > Bomboniere Albero della Vita: Simbolo di amore e radici;nessun evento -> tema/tipologia/altro;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/orologio-bomboniera-visi-fineline-matrimonio-anniversario/;Orologio Bomboniera Visi Sposi Fineline | Albalù;Bomboniere per tema | Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere per tema;Bomboniere per tema;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/;Bomboniere per tema;nessun evento -> tema/tipologia/altro;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/porta-sacchetto-in-legno-tema-viaggio-con-mongolfiera-sacchetto-incluso/;Porta Sacchetto: Tema Viaggio con Mongolfiera e Sacchetto;Confettate e Segnaposto Comunione | Anniversario di Matrimonio: Confettate e Segnaposto | Compleanno Confettate Segnaposto | Segnaposto e Confettata Cresima Personalizzati | Confettate Segnaposto per Laurea | Segnaposto e Confettata Matrimonio Personalizzati | Segnaposto e Confettate Battesimo | Bomboniere tema viaggio;Anniversario di Matrimonio: Confettate e Segnaposto;Bomboniere tema viaggio;Bomboniere per tema > Bomboniere tema viaggio;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-tema-viaggio/;Bomboniere per tema > Bomboniere tema viaggio;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Laurea, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/portachiavi-in-legno-con-applicazioni-doppio-strato-a-tema-sacro-e-decorazioni-varie/;Bomboniere Portachiavi in Legno Tortora e Bianco;Confettate e Segnaposto Comunione | Anniversario di Matrimonio: Confettate e Segnaposto | Bomboniere Diciottesimo Ragazza Originali e Particolari | Bomboniere Diciottesimo Ragazzo Utili e Personalizzate | Bomboniere Compleanno | Compleanno Confettate Segnaposto | Segnaposto e Confettata Cresima Personalizzati | Segnaposto e Confettata Matrimonio Personalizzati | Segnaposto e Confettate Battesimo | Bomboniere Albero della Vita;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere Albero della Vita;Bomboniere per tema > Bomboniere Albero della Vita;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-albero-della-vita-simbolo-di-amore-e-radici/;Bomboniere per tema > Bomboniere Albero della Vita: Simbolo di amore e radici;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/portachiavi-in-legno-con-applicazioni-doppio-strato-a-tema-viaggio/;Bomboniere Portachiavi in Legno Tema Viaggio;Confettate e Segnaposto Comunione | Anniversario di Matrimonio: Confettate e Segnaposto | Bomboniere Diciottesimo Ragazza Originali e Particolari | Bomboniere Diciottesimo Ragazzo Utili e Personalizzate | Bomboniere Compleanno | Compleanno Confettate Segnaposto | Segnaposto e Confettata Cresima Personalizzati | Confettate Segnaposto per Laurea | Segnaposto e Confettata Matrimonio Personalizzati | Segnaposto e Confettate Battesimo | Bomboniere tema viaggio;Anniversario di Matrimonio: Confettate e Segnaposto;Bomboniere tema viaggio;Bomboniere per tema > Bomboniere tema viaggio;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-tema-viaggio/;Bomboniere per tema > Bomboniere tema viaggio;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Laurea, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/portachiavi-sacri-per-battesimo-comunione-e-cresima-in-legno-a-forma-croce-cuore-e-fiore/;Portachiavi Sacri per Battesimo, Comunione e Cresima in Legno;Confettate e Segnaposto Comunione | Segnaposto e Confettata Cresima Personalizzati | Segnaposto e Confettate Battesimo | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per tema > Bomboniere Religiose e Sacre;multievento (Battesimo, Comunione, Cresima) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/portaconfetti-in-legno-a-tema-mare-con-sacchetto-assortiti/;Portaconfetti Tema Mare con Sacchetto Ancora Timone Barca;Confettate e Segnaposto Comunione | Anniversario di Matrimonio: Confettate e Segnaposto | Compleanno Confettate Segnaposto | Segnaposto e Confettata Cresima Personalizzati | Confettate Segnaposto per Laurea | Segnaposto e Confettata Matrimonio Personalizzati | Segnaposto e Confettate Battesimo | Bomboniere tema mare;Anniversario di Matrimonio: Confettate e Segnaposto;Bomboniere tema mare;Bomboniere per tema > Bomboniere tema mare;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-tema-mare/;Bomboniere per tema > Bomboniere tema mare;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Laurea, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/portafoto-legno-personalizzato-nome-safari-farfalle/;Portafoto in legno personalizzato con nome, safari e farfalle;Bomboniere Farfalle | Portafoto Personalizzati con Nome, Idea Regalo;Complementi d’arredo e idee regalo artigianali > Portafoto Personalizzati con Nome, Idea Regalo;Bomboniere Farfalle;Bomboniere per tema > Bomboniere Farfalle;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-farfalle/;Bomboniere per tema > Bomboniere Farfalle;nessun evento -> tema/tipologia/altro;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/profumatore-a-forma-di-cuore-in-resina-colorata-con-applicazione-in-legno-sacra-famiglia/;Bomboniera Profumatore Sacra famiglia Cuore in Resina;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Compleanno | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere Battesimo Personalizzate | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per tema > Bomboniere Religiose e Sacre;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/profumatore-bomboniera-farfalla-o-cuore-vetro-bastoncini-scatola-ed-essenza-inclusi/;Profumatore Bomboniera Farfalla o Cuore | Albalù;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Compleanno | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Battesimo Personalizzate | Bomboniere Farfalle;Bomboniere Battesimo Personalizzate;Bomboniere Farfalle;Bomboniere per tema > Bomboniere Farfalle;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-farfalle/;Bomboniere per tema > Bomboniere Farfalle;multievento (Battesimo, Compleanno, Comunione, Cresima) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/profumatore-in-legno-tema-viaggio-con-applicazione-mongolfiera/;Bomboniera Profumatore Mongolfiera Tema Viaggio;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Compleanno | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Laurea | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere Battesimo Personalizzate | Bomboniere tema viaggio;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere tema viaggio;Bomboniere per tema > Bomboniere tema viaggio;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-tema-viaggio/;Bomboniere per tema > Bomboniere tema viaggio;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Laurea, Matrimonio) -> tema/tipologia;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/profumatore-in-resina-effetto-marmo-con-diffusore-a-tema-albero-della-vita-e-applicazione-centrale-in-legno-sagomato/;Bomboniera Profumatore Albero della Vita | Albalù;Bomboniere Albero della Vita | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere Albero della Vita;Bomboniere per tema > Bomboniere Albero della Vita;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-albero-della-vita-simbolo-di-amore-e-radici/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;nessun evento -> tema/tipologia/altro;
